Sample_ID,Treatment,Age,Genetics,Organism,Sample_type,Sample_ID,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV263,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV322,ASV323,ASV324,ASV325,ASV326,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV395,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV436,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV447,ASV450,ASV451,ASV453,ASV454,ASV455,ASV456,ASV457,ASV459,ASV461,ASV462,ASV464,ASV466,ASV467,ASV468,ASV471,ASV472,ASV474,ASV475,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV489,ASV490,ASV491,ASV492,ASV493,ASV495,ASV496,ASV497,ASV499,ASV500,ASV502,ASV504,ASV505,ASV506,ASV507,ASV509,ASV510,ASV511,ASV512,ASV513,ASV514,ASV516,ASV517,ASV518,ASV520,ASV521,ASV522,ASV523,ASV524,ASV525,ASV527,ASV528,ASV529,ASV530,ASV531,ASV532,ASV533,ASV535,ASV537,ASV538,ASV539,ASV540,ASV541,ASV542,ASV543,ASV544,ASV545,ASV548,ASV549,ASV550,ASV551,ASV552,ASV553,ASV554,ASV555,ASV556,ASV557,ASV558,ASV560,ASV562,ASV563,ASV565,ASV566,ASV567,ASV568,ASV569,ASV570,ASV571,ASV572,ASV574,ASV575,ASV576,ASV577,ASV578,ASV579,ASV580,ASV581,ASV582,ASV585,ASV586,ASV587,ASV588,ASV590,ASV591,ASV592,ASV593,ASV594,ASV596,ASV597,ASV598,ASV600,ASV601,ASV604,ASV605,ASV606,ASV607,ASV608,ASV609,ASV610,ASV613,ASV615,ASV616,ASV618,ASV619,ASV621,ASV622,ASV624,ASV625,ASV626,ASV627,ASV628,ASV629,ASV631,ASV633,ASV634,ASV636,ASV637,ASV638,ASV639,ASV640,ASV641,ASV642,ASV643,ASV644,ASV645,ASV649,ASV655,ASV656,ASV657,ASV658,ASV659,ASV660,ASV661,ASV663,ASV664,ASV665,ASV667,ASV668,ASV669,ASV670,ASV672,ASV673,ASV674,ASV675,ASV676,ASV677,ASV678,ASV679,ASV680,ASV681,ASV682,ASV683,ASV684,ASV685,ASV686,ASV688,ASV689,ASV690,ASV692,ASV693,ASV694,ASV695,ASV696,ASV697,ASV698,ASV699,ASV703,ASV704,ASV705,ASV707,ASV708,ASV709,ASV714,ASV716,ASV718,ASV720,ASV721,ASV722,ASV723,ASV724,ASV725,ASV726,ASV727,ASV728,ASV733,ASV734,ASV736,ASV737,ASV738,ASV739,ASV740,ASV742,ASV743,ASV747,ASV748,ASV749,ASV750,ASV751
A-15,NA,Day 15,NA,Algae,Algae,A-15,1231,577,0,10,29,9,92,18,43,0,45,0,215,0,0,84,0,0,24,83,0,0,0,0,0,0,0,106,0,114,0,0,37,0,0,7,50,58,16,0,0,0,0,32,0,30,0,0,22,0,0,0,0,0,22,20,0,51,39,0,0,52,1,0,0,40,20,0,35,0,16,0,26,39,0,0,77,0,34,0,0,0,0,19,0,0,0,0,0,0,61,31,76,34,0,38,40,33,0,0,46,0,34,21,0,0,0,44,20,0,14,0,0,17,0,0,0,41,39,0,0,6,39,0,9,0,0,0,0,0,15,0,0,0,0,0,28,0,0,101,0,18,0,0,0,0,11,54,43,0,0,0,0,0,0,0,0,0,0,11,42,0,18,0,0,11,17,0,0,16,36,0,0,0,0,70,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,6,0,0,0,0,7,0,0,0,19,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,8,0,0,0,0,10,0,0,0,0,10,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,0,0,0,0,4,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,9,0,0,8,0,0,0,9,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,2,0
T1-1,Control,Day 01,1,Pacific oyster,Larvae,T1-1,689,366,0,18,159,124,103,16,25,0,51,0,156,0,84,75,0,0,31,50,39,0,119,0,0,82,0,75,0,25,18,0,0,0,0,92,41,45,45,0,0,30,0,19,0,25,0,0,19,0,0,0,14,12,20,20,0,25,32,0,0,53,0,0,0,21,34,0,60,0,24,18,14,46,0,0,43,0,16,0,0,6,0,12,0,0,0,0,0,0,21,19,31,28,0,18,3,16,0,37,21,0,26,15,0,0,38,28,0,0,46,0,0,16,30,22,0,15,15,15,0,0,43,0,18,0,0,0,19,0,0,0,7,15,0,0,22,0,35,15,22,12,0,32,12,0,0,0,0,0,10,0,0,10,0,0,0,0,0,31,12,0,1,0,0,12,17,0,0,24,22,0,0,0,0,0,0,0,7,0,14,0,17,0,12,40,0,0,0,6,0,16,12,0,0,22,9,0,0,9,14,90,15,0,0,0,0,6,4,0,20,0,0,14,25,18,0,0,0,28,0,0,24,0,0,0,0,4,0,0,0,11,0,6,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,8,0,12,0,25,0,7,0,0,0,27,17,0,0,0,0,0,0,0,8,0,13,15,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,47,0,0,0,0,0,0,0,15,0,0,3,0,0,20,0,0,17,19,0,13,0,0,0,12,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,15,0,0,0,0,0,0,12,10,0,5,1,0,0,0,33,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,4,0,0,4,0,0,6,0,5,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6
T1-15,Control,Day 15,1,Pacific oyster,Larvae,T1-15,958,449,0,0,165,210,124,23,22,0,33,0,48,0,0,154,0,0,129,24,0,0,0,0,0,87,0,145,0,98,16,0,13,0,0,37,36,29,0,0,0,0,0,49,0,25,0,0,42,0,0,0,44,0,0,83,0,10,54,0,0,20,9,23,0,37,10,0,72,0,32,0,0,17,0,0,100,0,10,0,0,0,0,9,0,0,0,0,0,0,29,23,21,32,0,0,149,25,0,0,34,0,13,0,0,0,0,169,0,0,16,0,0,4,0,0,0,0,63,36,0,6,0,0,12,0,0,0,0,0,0,0,0,26,0,0,0,0,0,17,0,14,0,0,23,0,18,9,59,0,0,0,0,0,0,0,0,0,0,28,23,0,12,0,0,0,1,0,0,0,17,0,0,39,15,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,39,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,18,82,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,6,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,5,0,0,1,0,0,0,34,0,14,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,13,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,12,0,2,0,9,0,0,0,0,0,0,0,0,0,0
T1-3,Control,Day 03,1,Pacific oyster,Larvae,T1-3,875,513,0,31,1459,452,36,8,42,0,62,0,65,15,29,0,0,0,0,6,0,0,19,0,0,709,0,10,0,0,78,0,0,0,0,27,5,27,21,0,0,0,0,11,0,17,0,0,13,0,0,0,0,0,7,0,9,0,0,0,63,0,0,0,0,12,0,0,0,9,43,0,0,0,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,10,0,11,0,0,0,0,0,27,0,0,1,0,18,0,0,2,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,13,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,26,0,0,10,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
T1-6,Control,Day 06,1,Pacific oyster,Larvae,T1-6,1352,689,0,64,71,205,118,0,68,0,38,0,81,28,36,0,0,0,179,48,0,0,0,10,0,39,0,35,16,97,69,43,24,0,0,22,30,30,0,0,0,0,0,27,0,25,0,0,48,0,0,0,106,0,6,14,0,28,21,0,559,18,0,29,0,21,25,0,18,0,17,0,0,0,0,0,0,0,28,0,0,0,0,27,0,30,0,0,0,0,7,26,15,5,0,13,0,56,0,15,0,0,7,15,24,15,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,22,0,0,29,0,0,0,0,0,27,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,0,5,0,11,0,6,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0
T1-S-1,Control,Spat,1,Pacific oyster,Spat,T1-S-1,90,57,471,0,18,0,19,152,0,233,0,123,0,0,0,6,167,158,0,0,0,78,0,80,76,6,52,4,0,7,7,0,0,57,7,6,0,0,0,28,77,0,35,6,85,0,42,145,0,0,64,62,0,0,0,19,43,5,7,150,0,0,38,9,29,0,8,98,0,29,9,5,0,0,0,55,9,21,5,26,0,0,31,12,33,0,19,26,28,0,0,0,7,7,54,0,0,0,15,0,0,5,0,0,0,0,2,0,0,42,0,0,26,0,0,0,26,0,0,0,27,14,0,27,2,0,64,20,0,27,0,18,0,0,28,13,0,8,0,0,0,0,14,0,0,0,0,0,0,17,0,12,12,0,12,6,16,0,14,0,0,0,0,14,0,19,0,0,1,0,0,15,11,0,7,0,14,11,0,8,0,19,0,18,4,0,20,0,6,18,0,0,7,12,8,0,0,12,0,0,0,5,5,0,0,0,22,7,20,6,0,0,0,0,0,0,0,14,20,0,10,0,0,3,19,8,12,9,0,11,9,0,6,0,0,0,0,5,0,13,0,0,0,6,10,12,18,14,0,0,22,0,0,0,0,10,0,0,0,0,8,13,0,0,0,16,4,8,0,7,0,11,3,18,0,6,0,15,0,8,0,0,0,11,0,0,6,0,12,11,12,0,0,12,0,0,0,0,8,0,6,0,1,15,0,13,0,0,17,0,4,0,0,0,0,12,0,0,0,0,6,7,14,5,0,0,0,13,9,2,20,13,0,3,0,11,3,0,0,0,0,9,0,0,18,0,0,12,0,13,0,4,0,0,0,0,0,3,10,0,0,0,8,4,0,14,0,4,0,0,3,18,8,4,0,0,0,0,0,0,0,0,9,0,20,4,6,0,0,0,10,6,3,0,0,0,0,0,0,8,0,0,12,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,5,9,15,14,0,2,5,0,0,4,0,5,0,0,4,21,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,7,0,0,0,0,0,4,13,0,0,0,5,0,0,0,7,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,10,13,0,0,4,0,0,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,9,0,0,0,0,0,13,0,5,0,0,13,0,0,0,20,0,0,11,0,19,0,0,0,0,2,0,0,6,0,0,0,0,0,0,14,0,0,0,2,0,0,0,3,0
T1-S-2,Control,Spat,1,Pacific oyster,Spat,T1-S-2,119,64,337,10,39,14,84,152,6,168,0,169,0,0,6,30,153,100,0,0,0,25,0,94,133,0,65,21,0,8,0,0,25,93,0,10,0,0,0,39,96,0,35,2,58,0,14,143,0,0,73,68,0,0,25,0,43,0,0,243,0,0,29,41,48,0,0,51,0,28,0,0,0,0,0,29,0,36,19,48,0,0,40,0,20,0,28,43,30,0,0,0,0,21,43,0,0,0,19,0,0,30,4,0,0,0,0,0,0,32,0,0,19,0,0,0,18,0,0,0,23,28,0,18,0,0,102,0,0,21,13,19,19,5,54,19,0,12,0,0,0,0,23,0,0,0,0,0,0,31,0,24,7,0,0,11,14,17,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,18,0,0,0,19,0,0,9,0,19,0,27,21,0,0,0,0,9,0,24,14,0,0,4,0,0,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,17,10,10,13,0,17,0,0,14,0,0,0,0,10,0,16,0,22,13,0,27,4,37,14,19,0,9,0,0,0,0,11,0,0,0,0,0,27,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,14,0,0,11,0,4,0,3,0,35,0,0,0,0,0,0,0,12,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,34,0,0,5,0,12,6,0,0,0,0,9,0,0,0,0,0,15,0,17,0,10,0,0,0,0,0,8,0,0,5,0,13,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,5,0,0,0,1,0,0,0,0,0,0,16,10,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,13,5,4,0,0,2,10,0,0,0,0,0,0,0,11,0,0,0,0,36,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,17,1,2,0,0,0,7,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
