Sample.ID,Treatment,Age,Family,Stage,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV263,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV322,ASV323,ASV324,ASV325,ASV326,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV372,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV436,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV445,ASV447,ASV450,ASV451,ASV453,ASV454,ASV455,ASV456,ASV457,ASV459,ASV461,ASV462,ASV464,ASV466,ASV467,ASV468,ASV471,ASV472,ASV474,ASV475,ASV477,ASV478,ASV479,ASV480,ASV481,ASV482,ASV483,ASV484,ASV485,ASV486,ASV487,ASV490,ASV492,ASV493
T7-3,Control,Day 03,2,Larvae,728,352,0,113,29,106,100,31,97,0,450,0,73,57,42,53,0,0,0,25,45,0,134,12,0,16,0,17,0,0,97,47,0,0,0,26,29,31,16,0,0,24,0,58,0,38,0,0,37,0,0,0,0,12,5,21,22,5,34,0,6,0,3,32,0,22,16,0,0,28,66,19,4,0,0,0,0,34,32,0,0,18,0,0,0,41,0,0,0,0,0,16,2,7,0,13,0,0,0,5,0,0,3,0,10,69,0,11,10,0,10,0,0,10,0,17,0,0,11,19,0,0,52,0,21,36,0,0,42,0,0,0,7,17,0,0,0,0,0,0,0,17,0,22,26,76,4,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,16,0,0,11,3,12,0,0,2,0,0,0,0,0,0,0,18,0,0,27,0,0,0,0,0,0,5,16,0,0,1,0,0,0,0,0,7,0,0,5,0,0,0,0,14,12,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,8,0,38,0,0,0,0,0,0,0,3,0,0,0,22,0,0,10,0,25,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,25,0,0,0,10,0,0,34,0,0,0,0,0,0,31,0,0,0,0,0,20,11,0,11,33,0,0,0,0,5,0,9,0,14,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,24,0,30,8,0,0,3,0,0,0,0,17,0,0,0,6,26,0,0,20,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,10,15,0,0,0
T7-6,Control,Day 06,2,Larvae,245,112,0,52,31,41,12,0,298,0,89,0,19,0,0,14,0,0,19,309,0,0,0,0,0,9,0,7,221,31,19,156,10,0,0,0,179,108,19,0,0,5,0,16,0,85,0,0,11,0,0,0,0,0,5,0,4,111,0,0,15,159,3,0,0,29,75,0,21,0,21,0,0,0,106,0,0,28,15,0,0,0,0,13,0,0,0,0,0,0,25,52,25,0,0,82,0,39,0,0,13,0,45,118,75,12,0,0,62,0,0,0,0,54,14,45,0,83,6,17,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,51,0,0,0,0,37,32,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,16,7,0,33,33,0,0,0,27,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,6,0,0,43,0,10,14,0,0,67,0,0,14,0,7,0,0,22,0,0,6,0,0,0,0,46,34,0,0,0,0,6,0,0,0,23,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,39,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,34,0,0,0,0,0,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,11,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,26,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,26,0,0,0,0,0,0,0
T7-S-1,Control,Spat,2,Spat,107,50,448,9,0,18,13,163,12,211,0,35,0,0,0,25,46,107,0,0,0,137,0,78,132,0,57,6,0,0,0,5,14,18,205,11,0,0,0,77,31,0,36,12,74,0,77,27,0,0,53,45,0,0,14,16,51,0,13,35,0,0,45,32,41,0,0,31,0,25,0,0,0,0,0,52,0,32,2,32,72,0,18,2,31,0,12,39,37,10,0,0,6,6,21,0,0,0,5,0,0,12,0,0,0,0,0,9,0,40,5,0,18,0,0,0,12,0,0,0,33,21,7,26,5,0,24,53,0,20,19,8,23,2,10,11,0,15,0,0,0,0,29,0,0,5,0,0,0,12,0,17,14,0,42,19,25,7,11,0,0,0,0,11,73,0,0,0,5,0,0,16,20,0,0,0,23,16,0,0,0,21,0,18,8,3,16,0,9,19,0,0,7,14,7,0,0,8,34,0,2,0,0,12,0,0,5,4,14,16,0,0,0,0,0,0,0,13,17,0,6,0,0,23,10,10,14,0,0,10,22,0,31,0,0,0,4,22,0,6,0,14,0,14,20,11,0,13,12,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,7,0,9,0,11,0,6,0,17,0,23,0,0,0,25,0,0,7,0,9,20,9,0,0,26,0,9,0,7,4,0,0,0,1,8,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,12,9,10,0,0,0,4,12,0,0,0,0,7,0,0,15,0,11,5,0,7,0,7,0,0,0,0,0,5,0,0,0,8,0,2,0,0,7,2,0,5,8,0,9,0,0,0,0,0,0,0,0,4,5,7
T7-S-2,Control,Spat,2,Spat,213,0,281,0,57,0,65,156,0,103,0,180,0,0,0,0,72,106,0,0,0,89,0,48,89,0,0,0,0,12,0,0,0,102,100,0,3,0,0,117,61,0,60,19,33,0,0,98,0,0,64,49,0,0,0,0,91,0,0,70,0,0,106,80,0,0,0,22,0,0,0,35,0,0,0,0,0,110,0,118,0,0,61,0,28,0,0,59,68,0,0,0,0,26,33,0,0,0,100,0,0,27,0,0,0,0,0,0,0,37,0,0,62,0,0,0,32,0,0,0,49,19,0,0,0,0,0,28,0,0,36,39,21,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,45,78,0,32,0,30,0,22,0,0,0,0,0,0,0,0,0,26,0,0,34,0,0,0,0,30,0,0,0,0,54,39,0,0,0,64,0,27,13,0,0,0,0,0,0,0,0,43,0,0,0,0,14,0,0,30,0,0,31,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,80,6,0,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,18,0,0,0,37,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,8,0,0,0,0,0,0,0,0,0,0
T8-1,Probiotics,Day 01,2,Larvae,55,33,0,750,181,74,61,30,0,0,38,0,108,384,215,0,0,0,9,24,79,0,368,0,0,95,0,15,0,0,44,0,91,0,0,34,0,20,46,0,0,87,0,10,0,0,0,0,29,0,0,0,0,42,0,4,0,0,0,0,0,0,4,21,0,9,13,0,92,0,0,0,0,69,0,0,0,0,0,0,0,28,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,137,15,0,7,0,0,0,86,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,24,0,0,79,0,0,0,26,0,0,0,0,0,55,0,0,0,0,19,0,0,0,0,0,0,0,0,0,54,11,0,0,0,0,33,0,0,0,0,0,27,16,84,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,0,0,0,0,0,0,11,0,0,35,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,23,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,5,0,30,0,0,0,0,0,0,74,0,23,0,0,0,0,0,26,0,29,28,0,0,0,0,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
T8-15,Probiotics,Day 15,2,Larvae,760,423,0,0,26,44,78,24,40,0,54,0,116,0,0,194,0,0,34,89,0,0,0,0,0,0,0,76,0,58,0,0,34,0,0,32,80,96,26,0,0,0,0,41,0,66,0,0,51,0,0,0,0,0,12,55,0,24,73,0,0,27,0,0,0,40,45,0,33,0,35,0,24,16,0,0,62,0,28,0,0,0,0,23,0,0,0,0,0,0,37,26,48,14,0,19,34,13,0,0,55,0,38,0,0,0,0,53,0,0,0,0,0,14,0,0,0,0,71,50,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,51,0,13,0,32,0,0,27,37,0,0,0,0,0,0,0,0,0,0,0,15,25,0,18,0,0,0,24,0,9,23,25,0,0,0,16,55,0,0,0,0,0,0,0,0,13,0,0,0,0,0,28,0,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,12,0,0,0,0,0,482,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8-3,Probiotics,Day 03,2,Larvae,583,363,0,200,58,134,101,0,285,0,213,0,82,87,21,76,0,0,0,50,30,0,91,0,0,24,54,0,8,0,69,148,0,0,0,66,41,59,0,14,0,0,0,0,0,79,0,0,12,0,0,0,4,26,159,0,34,0,0,0,0,0,0,0,0,18,30,0,0,0,50,0,11,0,0,0,0,0,0,0,0,0,0,18,0,43,0,0,0,28,7,11,0,0,0,0,0,13,0,0,0,0,0,0,35,82,0,0,0,0,0,0,0,6,14,25,0,0,0,35,0,0,37,0,17,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,66,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,10,17,0,79,0,0,0,0,0,0,12,0,0,23,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,14,0,0,0,0,0,0,27,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,43,0,0,0,0,0,0,27,0,0,0,0,0,0,28,0,0,13,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0
T8-S-1,Probiotics,Spat,2,Spat,152,86,336,0,0,11,72,165,0,196,0,178,0,0,0,28,87,88,0,0,0,98,0,80,177,0,71,13,0,4,0,0,20,94,8,15,0,11,0,102,44,0,57,0,61,0,53,21,0,0,78,76,0,0,17,33,53,0,11,58,4,0,20,53,48,5,0,22,0,32,0,0,0,4,0,23,0,14,0,65,0,0,29,6,18,0,16,38,23,0,7,0,3,18,27,0,0,0,40,0,6,15,0,0,0,0,0,0,0,48,0,0,48,0,0,11,36,0,0,0,20,18,0,36,7,0,28,43,0,21,16,0,11,0,18,12,0,27,0,0,0,0,21,16,0,16,0,0,0,25,0,11,20,0,22,7,24,14,20,0,0,0,0,15,0,0,0,0,10,0,0,14,12,0,0,0,18,0,0,22,0,0,0,14,0,0,10,11,17,0,0,0,0,26,4,0,0,0,45,0,0,0,15,7,0,0,23,12,26,6,0,0,0,0,0,0,0,15,8,0,9,0,0,27,14,7,0,0,0,7,19,0,22,0,0,0,14,16,0,3,0,0,0,11,16,8,13,18,0,0,11,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,11,9,10,0,8,0,23,0,0,0,24,0,17,0,0,0,14,0,0,11,0,2,14,23,0,0,0,0,0,0,0,0,0,0,0,7,13,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,7,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,6,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0
T8-S-2,Probiotics,Spat,2,Spat,105,56,477,9,32,25,42,196,7,229,0,39,0,0,13,23,81,48,0,0,6,58,0,81,145,17,60,13,0,0,0,0,18,17,94,0,7,0,15,76,43,0,61,0,46,0,36,30,0,0,49,40,0,0,17,26,19,4,0,120,5,0,67,30,21,3,0,162,0,33,0,19,0,0,0,0,0,57,0,22,55,13,31,4,29,0,29,25,24,0,0,0,0,15,19,0,0,0,25,0,13,20,0,0,0,0,0,8,0,43,0,0,21,0,0,0,20,0,0,0,35,17,0,18,0,0,42,34,7,46,50,22,33,0,28,37,0,45,0,0,0,0,0,23,0,0,0,0,0,19,0,23,29,0,29,19,15,24,19,0,0,0,0,12,0,0,0,0,0,0,3,25,9,0,0,1,0,0,0,0,0,18,0,16,13,0,16,0,0,7,0,0,0,18,12,0,0,0,23,0,0,0,0,28,0,0,30,11,0,13,0,0,0,9,0,0,0,14,10,0,18,0,0,14,6,3,11,6,0,0,16,0,18,0,0,0,15,0,0,17,0,36,0,8,10,6,0,10,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,8,0,21,0,0,0,0,0,8,0,33,0,0,0,0,0,0,10,0,11,3,0,0,0,21,0,0,0,0,10,0,14,0,15,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,0,9,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,5,0,0,0,0,0,0
T9-1,Probiotics + HT,Day 01,2,Larvae,126,69,0,805,174,113,90,0,0,0,53,0,114,323,416,0,0,0,52,14,180,0,169,27,0,79,44,0,0,0,0,3,28,0,0,36,0,0,16,23,0,184,15,12,0,0,0,0,23,0,0,0,41,94,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,8,113,0,0,24,0,0,0,0,43,0,47,0,19,0,0,0,0,11,0,10,0,0,0,0,0,9,111,0,0,0,9,34,0,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,50,0,0,0,0,0,0,0,0,0,26,0,59,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,36,0,29,0,32,0,7,0,0,0,0,0,0,30,0,0,0,0,35,0,0,0,20,0,31,0,0,6,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,52,0,25,0,0,0,47,0,0,0,0,15,8,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,4,0,0,15,0,4,0,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
T9-15,Probiotics + HT,Day 15,2,Larvae,662,343,0,0,65,57,81,35,60,0,32,0,151,0,0,202,0,0,70,78,0,0,0,26,0,0,0,95,0,45,0,40,0,0,0,0,96,80,0,0,0,0,0,45,0,107,0,0,70,0,0,0,31,0,28,49,0,35,106,0,0,58,0,0,0,66,22,0,14,0,32,0,50,40,0,0,96,0,44,0,0,0,0,0,0,0,0,0,0,0,84,42,30,0,0,10,52,49,0,0,52,0,53,0,0,0,0,59,8,0,0,0,0,28,0,0,0,0,51,46,0,0,97,0,26,0,0,0,0,0,0,0,0,7,0,0,24,0,0,62,0,24,0,0,0,0,49,58,0,0,0,0,0,0,0,0,0,0,0,0,33,0,47,0,0,0,12,0,0,24,38,0,0,38,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0
T9-3,Probiotics + HT,Day 03,2,Larvae,628,288,0,180,62,109,73,25,213,0,211,0,0,98,20,25,0,0,0,59,51,0,141,10,0,27,0,10,0,0,85,116,0,0,0,45,22,113,46,0,0,0,0,26,0,50,0,0,23,0,0,0,8,33,39,0,27,21,0,0,0,17,15,0,0,33,26,0,0,13,39,7,0,6,0,0,14,22,19,0,0,38,0,0,0,36,0,0,0,7,16,15,8,4,0,29,0,16,0,0,16,6,12,29,0,53,0,0,24,0,26,0,0,21,23,54,0,15,9,28,0,0,0,0,22,167,0,0,0,0,0,0,0,0,14,0,11,0,0,18,0,30,0,0,13,32,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,43,11,0,0,13,13,0,0,0,19,0,0,0,18,0,21,0,0,0,0,0,0,16,0,0,5,0,0,0,0,7,8,0,0,19,0,0,0,0,0,0,0,0,0,0,11,19,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,23,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,28,0,0,0,4,0,0,18,0,0,0,6,0,0,22,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,3,0,12,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,15,40,3,0,2,0,0,0,0,0,0,0,0,21,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,31,0,0,0
T9-6,Probiotics + HT,Day 06,2,Larvae,712,394,0,38,130,36,69,35,263,0,192,0,112,0,0,38,0,0,35,130,9,0,50,0,0,67,0,17,217,107,54,129,19,0,0,8,45,62,29,14,0,0,0,42,0,77,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,90,0,0,0,35,52,0,0,0,38,0,0,0,114,0,0,0,16,0,0,0,0,40,0,0,0,0,0,0,7,55,19,6,0,42,0,26,0,0,8,0,3,0,46,12,0,0,38,0,0,0,0,0,0,34,0,19,13,13,0,0,0,0,62,21,0,0,35,0,0,0,0,23,0,0,25,0,0,0,0,26,0,0,0,0,21,0,0,0,0,0,0,42,0,0,0,0,26,0,0,0,0,0,0,0,18,0,0,0,20,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,25,0,0,0,0,14,25,0,14,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,28,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0
T9-S-1,Probiotics + HT,Spat,2,Spat,89,61,296,9,29,6,65,144,28,128,0,116,24,0,5,32,242,204,0,0,22,74,0,80,93,0,64,25,0,5,8,0,21,51,0,9,0,0,18,44,121,0,43,6,63,0,42,16,0,0,33,95,0,0,25,27,35,5,0,228,0,0,46,25,53,0,0,36,0,33,0,12,0,0,0,0,0,35,8,28,0,0,38,18,27,0,41,36,29,0,0,0,0,9,26,0,0,6,35,0,0,15,0,9,0,0,0,0,0,19,0,0,39,0,0,0,32,0,0,0,16,22,0,16,0,0,113,18,0,0,11,31,26,14,19,26,13,9,0,0,0,0,28,0,0,0,0,0,0,24,0,14,15,0,12,16,17,0,20,0,0,0,0,12,50,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,14,24,0,18,8,0,10,14,9,36,0,0,0,0,6,0,0,15,10,0,4,0,5,7,0,0,0,7,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,9,0,0,0,10,0,0,0,0,0,31,13,0,0,0,0,24,12,0,0,17,6,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,12,19,0,4,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,15,19,0,0,0,18,0,7,0,0,9,0,9,0,10,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,2,0,9,11,0,0,0,0,6,0,0,17,0,13,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,9,4,0,0,0,0,0,0,0,26,12,3,0,0,0,0,0,0,0,0,4,11
T9-S-2,Probiotics + HT,Spat,2,Spat,101,60,215,0,0,0,22,125,0,126,0,97,0,0,0,0,234,317,0,0,0,88,0,74,47,0,53,0,0,10,0,0,0,52,0,0,8,0,0,97,123,0,62,8,65,0,63,0,0,0,86,84,0,0,30,15,72,0,0,33,0,0,40,76,30,0,0,61,0,41,22,0,0,0,0,68,0,0,0,66,0,0,22,11,32,0,43,52,62,0,6,0,0,25,28,0,0,0,71,0,0,16,9,0,0,0,14,9,0,25,0,0,25,0,0,0,35,0,0,0,35,38,0,34,0,0,0,24,0,14,6,13,0,4,0,27,0,28,0,0,0,0,24,0,0,0,0,0,0,29,0,0,17,0,47,10,23,0,16,0,0,0,0,31,62,0,0,0,0,0,0,21,0,17,12,0,13,0,0,25,26,17,0,22,10,0,21,0,23,10,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,14,23,0,0,0,0,0,0,0,0,25,27,0,0,0,0,27,3,15,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,32,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,35,0,18,0,0,0,0,0,0,0,20,0,18,0,26,0,0,5,24,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,19,0,0,24,0,18,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,9,16,0,0,0,10,0,24,0,2,0,0,0,0,0,0,0,0,0,24,13,0