Sample.ID,Treatment,Age,Family,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV323,ASV325,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV395,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV447,ASV450,ASV451,ASV456,ASV462,ASV464,ASV466,ASV468,ASV471,ASV474,ASV477,ASV479,ASV480,ASV483,ASV486,ASV487,ASV490,ASV492,ASV496,ASV500,ASV502,ASV504,ASV506,ASV507,ASV510,ASV511,ASV517,ASV523,ASV527,ASV531,ASV535,ASV538,ASV539,ASV541,ASV542,ASV544,ASV545,ASV548,ASV549,ASV551,ASV552,ASV556,ASV563,ASV568,ASV576,ASV577,ASV578,ASV579,ASV581,ASV585,ASV597
T2-3,Probiotics,Day 03,1,1256,639,0,94,31,337,108,21,42,0,192,0,119,49,29,29,0,0,0,13,0,0,89,0,0,33,0,0,0,0,159,8,29,0,0,34,0,0,23,0,0,16,0,54,0,10,0,0,50,0,0,0,0,0,35,0,0,2,0,0,35,0,0,45,0,5,0,0,0,33,24,6,0,0,0,0,0,0,22,0,0,0,0,4,0,75,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,0,12,0,0,0,15,19,0,0,0,16,0,24,0,0,24,0,0,0,0,0,0,0,0,14,0,15,0,0,0,30,28,43,0,0,53,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,11,0,0,4,0,0,0,0,36,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,2,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,51,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,26,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,8,0,25,0,3,0,0,16,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,0,0,2,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
T2-6,Probiotics,Day 06,1,808,430,0,27,71,187,93,7,166,0,79,0,49,0,0,27,0,0,151,55,0,0,0,0,0,41,38,30,73,327,63,76,18,0,0,22,50,37,2,0,0,0,0,41,5,34,0,0,41,0,0,0,81,0,17,25,0,34,0,0,186,41,0,0,0,17,22,0,0,0,32,0,0,0,26,0,0,0,41,0,0,0,0,33,0,35,0,0,0,0,2,23,21,25,0,23,0,70,0,0,12,0,21,21,0,11,0,16,35,0,17,0,0,14,0,28,0,24,21,37,0,6,0,0,25,0,0,0,12,0,0,0,0,2,0,0,32,0,0,0,0,0,0,8,19,8,7,18,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,6,0,0,17,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,21,20,0,0,0,0,0,0,0,2,9,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,9,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,37,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,14,2,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2-S-1,Probiotics,Spat,1,134,74,351,0,0,14,48,195,13,174,0,26,0,2,0,22,66,168,0,0,4,70,0,122,74,0,89,16,0,14,0,5,0,7,284,9,0,0,0,63,29,0,49,0,66,0,27,42,0,0,60,34,0,0,2,31,50,0,9,0,0,0,6,0,30,0,0,41,0,23,0,0,0,0,0,51,0,26,0,57,123,0,37,3,13,0,12,18,47,0,0,0,4,26,39,0,0,0,42,0,0,12,0,0,0,0,0,0,0,26,0,0,29,0,0,0,21,0,0,0,35,21,0,41,0,0,0,37,6,10,19,13,22,1,9,21,0,9,0,0,0,0,26,0,0,8,0,0,0,4,10,11,0,17,13,12,19,15,0,0,0,0,10,0,5,0,0,3,0,0,14,35,0,0,0,20,0,0,3,0,13,0,12,9,0,46,0,13,0,0,0,20,19,12,0,0,0,11,0,0,0,7,35,0,17,9,0,0,0,0,0,0,0,0,33,42,0,10,0,0,14,7,12,10,15,0,0,14,0,26,0,0,0,0,0,13,0,13,0,0,12,35,16,11,0,0,10,0,0,0,9,0,0,6,0,10,0,0,4,10,31,0,5,0,15,0,15,0,0,0,6,0,3,0,0,0,12,0,0,6,0,7,13,8,0,16,8,10,0,0,11,0,11,0,18,0,0,5,0,0,8,0,13,0,0,0,0,10,0,0,0,0,0,3,7,0,0,0,0,0,11,0,8,20,0,14,0,12,0,0,0,0,0,0,0,11,0,12,12,0,12,6,0,0,2,0,0,14,0,13,0,16,0,0,0,0,0,8,12,0,4,5,0,12,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,4,0,0,11,3,0
T2-S-2,Probiotics,Spat,1,134,75,306,0,0,12,55,170,0,158,0,13,0,0,0,32,53,232,0,0,28,68,0,96,90,0,73,27,0,8,3,0,0,0,184,11,0,0,17,44,24,0,64,12,98,0,26,8,0,0,112,37,0,0,48,17,38,5,0,0,0,0,33,0,49,0,7,30,0,50,0,0,0,0,0,41,14,18,9,32,86,0,68,0,24,0,28,26,53,0,0,0,0,13,26,0,0,0,16,0,0,94,0,0,0,0,0,0,0,14,0,0,52,0,0,0,42,0,0,0,31,35,0,24,0,0,0,44,19,12,33,34,25,7,35,11,0,13,0,0,0,0,14,0,0,0,0,0,0,17,6,22,0,0,25,18,32,0,0,0,0,0,33,34,0,0,0,2,0,0,13,24,0,0,0,28,22,0,24,0,19,0,12,0,0,30,0,21,20,0,0,0,0,3,0,0,14,0,0,7,0,0,22,0,11,0,15,24,0,0,0,0,0,0,0,13,0,32,0,0,19,6,10,7,0,0,0,0,0,26,0,0,0,7,0,0,0,0,19,3,32,19,8,0,18,0,4,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,8,0,4,0,10,0,0,0,4,0,0,0,0,0,18,0,0,8,0,3,5,0,0,28,0,9,0,0,3,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,26,0,16,0,6,3,0,0,0,0,0,0,0,0,0,40,0,11,8,0,0,0,0,6,0,0,0,0,20,18,0,0,0,0,0,20,5,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,8,17,0,15,0,0,0,0,0,0,0,0,0,0
T3-1,Probiotics + HT,Day 01,1,37,18,0,1304,85,128,43,34,14,0,119,0,155,650,314,0,0,0,51,23,17,0,183,18,0,51,31,17,0,5,16,11,75,0,0,90,26,0,21,0,0,150,0,6,0,0,0,0,8,0,0,0,16,17,0,0,0,6,0,0,11,0,1,10,0,7,0,0,0,0,5,26,13,24,0,0,0,0,7,0,0,15,0,41,0,0,0,0,0,33,6,18,0,0,0,0,0,0,0,6,9,0,0,0,24,0,10,0,4,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,69,8,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,46,0,47,0,17,0,0,0,0,0,6,21,8,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,23,19,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,17,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3-15,Probiotics + HT,Day 15,1,1306,612,0,0,88,149,143,3,15,0,40,0,80,13,0,95,0,0,44,42,0,0,0,0,0,40,0,70,0,71,0,0,0,0,0,35,41,49,20,9,0,0,0,28,0,25,0,0,24,0,0,0,28,0,32,26,0,0,57,0,0,26,0,0,0,33,31,0,56,0,35,0,0,23,0,0,83,0,15,0,0,0,0,14,0,0,0,0,0,0,36,11,58,65,0,14,0,24,0,0,19,0,25,0,0,0,0,45,13,0,0,0,0,11,0,20,0,0,24,15,0,0,16,0,10,0,0,0,0,0,0,0,0,27,0,0,21,0,0,0,0,7,0,0,18,0,19,20,0,0,0,1,0,0,0,0,0,0,33,19,0,4,0,0,16,11,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,154,0,0,27,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,4,0,0,0,15,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,30,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,25,0,13,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
T3-3,Probiotics + HT,Day 03,1,1806,939,0,74,45,256,63,5,26,0,136,0,51,47,19,0,0,0,18,7,0,0,0,0,0,26,0,0,0,0,71,0,0,0,0,35,7,27,8,0,0,0,0,25,0,19,0,0,22,0,0,0,12,0,12,20,0,3,0,0,27,0,0,27,0,7,0,0,0,22,45,0,0,0,0,0,0,25,17,0,0,0,0,14,0,21,0,0,0,0,0,0,2,6,0,0,0,20,0,0,0,0,0,0,0,38,0,5,0,0,15,0,0,0,0,0,0,0,22,11,0,1,0,0,0,25,0,0,40,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,25,14,0,0,32,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,3,0,0,0,0,2,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,26,0,15,0,0,0,0,0,9,0,0,0,0,0,17,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,20,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3-6,Probiotics + HT,Day 06,1,956,483,0,30,216,68,51,9,112,0,86,0,89,0,0,0,0,0,99,69,0,0,0,0,0,85,0,0,28,108,168,67,109,0,0,20,41,62,0,0,0,0,0,30,0,49,0,0,50,0,0,0,55,0,10,32,0,43,0,0,43,33,3,40,0,8,0,0,11,0,54,0,0,9,16,0,0,0,41,0,0,0,0,25,0,103,0,0,0,41,0,35,8,0,0,0,0,53,0,0,0,0,28,29,0,15,0,26,32,0,0,0,0,32,0,0,0,34,16,22,0,0,0,0,21,0,0,0,31,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,32,0,0,4,0,25,0,0,0,0,0,0,11,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,0,0,6,0,0,0,0,6,0,14,0,0,0,26,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,9,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3-S-1,Probiotics + HT,Spat,1,110,56,301,0,0,0,57,126,12,179,0,94,0,0,0,20,190,111,14,0,0,80,0,71,78,4,103,24,0,14,11,4,11,61,0,0,0,0,14,55,106,0,92,7,43,5,42,53,0,280,50,39,0,0,43,10,42,6,6,0,0,0,44,8,53,0,0,17,0,32,0,0,0,0,0,8,10,11,8,29,5,0,36,5,14,0,71,34,16,0,0,0,5,7,28,0,0,0,12,0,0,51,0,0,0,0,0,1,0,22,0,113,16,0,14,0,44,0,0,0,9,10,0,31,0,0,0,17,10,18,34,19,14,12,28,10,0,13,0,0,0,0,0,0,0,0,0,0,0,10,20,20,0,4,9,21,0,11,0,0,0,0,27,0,0,0,0,6,0,0,0,13,0,0,0,16,19,0,9,3,5,0,12,4,0,9,19,20,33,0,0,8,13,0,0,0,34,0,0,7,0,0,0,0,7,9,14,0,0,0,0,0,0,0,13,8,0,12,0,0,10,7,4,8,18,0,8,17,0,13,0,0,0,15,0,6,0,10,14,4,10,7,11,5,15,0,16,0,0,0,23,0,0,2,16,0,0,0,9,5,0,0,16,0,5,0,13,0,0,0,4,0,4,0,0,0,7,0,0,0,0,16,3,6,0,13,6,6,0,0,2,0,11,0,2,0,0,8,0,0,16,0,0,0,7,0,0,4,6,0,0,0,3,0,6,0,46,4,0,0,18,0,0,2,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,12,11,0,0,0,0,9,0,0,0,0,4,0,0,4,5,6,6,9,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,7,12,8,2,0,0,0,16,0,23,11,0
T3-S-2,Probiotics + HT,Spat,1,112,60,367,0,17,6,95,58,2,179,0,249,0,14,2,20,167,32,0,0,11,123,0,29,96,0,56,37,0,0,0,0,6,110,0,0,0,0,14,51,109,0,52,0,32,0,57,17,0,543,15,28,0,2,51,0,31,0,13,0,0,0,84,30,26,0,0,5,7,51,0,16,0,6,0,8,0,17,4,7,0,4,37,4,23,0,48,18,21,0,0,0,8,0,18,0,0,0,17,0,1,27,0,0,0,0,0,12,0,24,0,280,5,0,0,0,12,0,0,0,0,11,0,25,0,0,0,10,0,30,23,13,0,11,28,8,0,31,0,0,0,0,9,0,0,0,0,0,0,13,24,8,0,8,8,14,19,12,0,0,0,1,29,56,0,0,0,13,0,0,12,4,0,0,0,7,29,0,19,2,3,0,0,7,0,9,28,15,15,0,0,7,0,11,0,0,31,2,0,0,0,0,0,0,11,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,7,0,3,14,0,0,11,16,0,0,0,0,0,11,0,3,0,0,7,8,0,4,0,6,4,0,0,0,0,0,3,0,0,5,14,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,5,0,4,0,0,0,0,0,0,0,0,7,4,0,0,0,7,12,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,33,0,0,0,7,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,13,1,0,0,0,9,0,20,1,0
T7-1,Control,Day 01,2,56,0,0,76,456,75,93,28,39,0,0,0,169,0,95,0,0,0,0,98,139,0,176,0,0,201,46,0,0,0,57,0,0,0,0,22,45,70,101,0,0,49,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,17,0,0,0,0,0,0,0,103,15,0,143,0,0,101,0,188,0,0,0,0,0,0,0,97,0,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,26,116,64,0,0,0,0,0,185,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,103,0,0,15,0,0,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,0,0,0,33,77,0,0,16,0,0,0,19,0,0,0,0,0,61,0,12,0,0,0,0,0,0,0,37,0,0,0,0,59,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,39,0,91,0,23,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,110,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,0,0,0,13,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,9,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-15,Control,Day 15,2,1077,512,0,10,47,39,74,38,16,0,73,0,81,0,0,217,0,0,72,57,0,0,0,33,0,17,0,122,0,49,0,10,0,0,0,57,41,36,23,0,0,0,0,41,0,24,0,0,78,0,0,0,33,0,26,61,0,15,102,0,0,29,0,0,0,43,9,0,22,0,26,0,25,0,0,0,81,0,34,0,0,0,0,11,0,0,0,0,0,0,34,19,46,14,0,3,31,30,0,0,26,0,18,0,32,0,0,45,14,7,24,0,0,20,0,0,0,0,33,21,0,6,68,0,0,0,0,0,0,0,0,8,2,9,0,0,0,0,0,30,16,12,0,29,23,0,6,20,0,0,0,0,0,0,0,0,0,0,14,32,23,24,0,0,0,0,0,14,24,9,0,0,51,9,34,0,0,0,0,0,0,0,0,8,14,0,0,0,0,8,0,14,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,8,0,0,0,18,0,0,48,0,0,4,0,0,0,8,2,0,0,0,0,0,0,23,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,17,0,20,0,0,0,0,0,6,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-3,Control,Day 03,2,703,356,0,131,34,116,94,24,109,0,388,0,56,59,44,47,0,0,0,29,37,0,159,13,0,21,0,13,0,0,87,53,0,0,0,29,31,23,26,0,0,16,0,51,0,37,0,0,51,0,0,0,0,20,6,15,24,4,32,0,3,0,2,39,0,11,15,0,0,31,75,17,3,0,0,0,0,43,27,0,0,22,0,0,0,46,0,0,0,0,0,8,0,7,0,19,0,0,0,2,0,0,2,0,15,71,0,11,3,0,16,0,0,16,0,20,0,0,15,22,0,0,43,0,22,33,0,0,38,0,0,0,13,9,0,0,0,0,0,0,0,18,0,16,24,77,0,11,37,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,12,17,0,0,15,1,7,0,0,6,0,0,0,0,0,0,0,17,0,0,30,0,0,0,0,0,0,7,18,0,0,4,0,0,0,0,0,15,0,4,0,0,0,0,15,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,15,0,50,0,0,0,0,0,0,0,5,0,0,0,21,0,7,22,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,14,0,0,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,14,10,0,17,42,0,0,0,0,2,0,14,0,0,20,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,0,0,21,0,27,3,0,0,0,0,0,0,32,0,0,7,26,0,5,0,0,0,0,4,0,0,7,0,5,12,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,0,8,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-6,Control,Day 06,2,262,97,0,40,20,38,22,0,297,0,80,0,20,0,0,12,0,0,25,325,0,0,0,0,0,16,0,7,214,39,15,124,12,0,0,0,170,104,19,0,0,7,0,17,0,87,0,0,23,0,0,0,0,0,11,0,0,120,0,0,19,149,1,0,0,27,97,0,25,0,16,0,0,0,98,0,0,31,12,0,0,0,0,12,0,0,0,0,0,0,30,49,29,0,0,91,0,17,0,0,8,0,45,114,69,10,0,0,73,0,0,0,0,62,12,58,0,95,11,14,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,44,0,0,0,0,15,24,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,15,10,0,31,36,0,0,0,33,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,48,0,7,21,0,70,0,0,17,0,12,0,21,0,0,13,0,0,0,0,47,24,0,0,0,0,6,0,0,0,23,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,49,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,2,0,0,0,0,12,0,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,18,0,9,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,20,0,0,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
