Sample.ID,Tank,Treatment,Age,Family,Project,ASV4,ASV6,ASV7,ASV9,ASV13,ASV23,ASV29,ASV32,ASV35,ASV41,ASV55,ASV57,ASV59,ASV75,ASV80,ASV87,ASV90,ASV94,ASV95,ASV96,ASV100,ASV104,ASV111,ASV117,ASV118,ASV122,ASV129,ASV136,ASV142,ASV147,ASV154,ASV157,ASV158,ASV161,ASV166,ASV167,ASV180,ASV188,ASV190,ASV191,ASV201,ASV211,ASV219,ASV227,ASV230,ASV231,ASV236,ASV237,ASV238,ASV245,ASV252,ASV258,ASV265,ASV271,ASV275,ASV297,ASV324,ASV328,ASV332,ASV348,ASV353,ASV381,ASV384,ASV390,ASV397,ASV400,ASV409,ASV410,ASV423,ASV429,ASV431,ASV432,ASV438,ASV450,ASV453,ASV461,ASV478,ASV511,ASV516,ASV534,ASV547,ASV553,ASV585,ASV591,ASV596,ASV597,ASV606,ASV613,ASV622,ASV630,ASV653,ASV665,ASV674,ASV682,ASV711,ASV723,ASV732,ASV745,ASV752,ASV774,ASV777,ASV790,ASV803,ASV816,ASV820,ASV827,ASV849,ASV852,ASV860,ASV914,ASV934,ASV936,ASV942,ASV953,ASV987,ASV997,ASV998,ASV999,ASV1032,ASV1063,ASV1066,ASV1074,ASV1076,ASV1077,ASV1081,ASV1093,ASV1104,ASV1119,ASV1121,ASV1126,ASV1131,ASV1133,ASV1148,ASV1169,ASV1180,ASV1191,ASV1193,ASV1211,ASV1221,ASV1224,ASV1226,ASV1234,ASV1251,ASV1264,ASV1265,ASV1270,ASV1272,ASV1287,ASV1293,ASV1301,ASV1325,ASV1338,ASV1346,ASV1352,ASV1360,ASV1400,ASV1411,ASV1419,ASV1428,ASV1439,ASV1464,ASV1490,ASV1509,ASV1532,ASV1538,ASV1546,ASV1548,ASV1568,ASV1584,ASV1592,ASV1596,ASV1649,ASV1666,ASV1685,ASV1688,ASV1713,ASV1727,ASV1735,ASV1741,ASV1752,ASV1757,ASV1758,ASV1766,ASV1767
T16-1-S,16,Killed-Probiotics,Spat,2,PB2023,0,6.450551981,0,0,0,0,5.642113548,0,0,0,0,0,0,0,7.632194667,0,0,0,0,0,7.667351793,5.440100266,5.900325106,0,0,5.544639884,0,0,6.152727348,0,0,0,0,5.860373088,0,6.946603411,0,0,0,0,0,0,0,7.508402284,0,0,0,0,0,0,0,0,0,7.300186443,0,0,0,0,0,0,0,5.384845359,0,7.091696383,7.056768091,0,0,0,0,0,0,0,0,0,5.267550462,6.554363499,7.108848453,0,4.760281737,5.440100266,0,0,0,0,6.888196975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.205121519,6.450551981,0,0,0,0,0,6.085003416,0,0,0,7.002737022,0,7.142552695,0,6.603596094,0,6.423388431,0,5.819283105,0,0,0,0,0,0,0,6.806451063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.785269777,0,0,6.152727348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.493316753,0,7.142552695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T16-2-S,16,Killed-Probiotics,Spat,2,PB2023,4.973688723,5.787037139,0,0,0,0,6.373782363,0,0,0,0,4.700439718,5.907759427,0,8.094284409,4.888229769,0,4.649407693,5.441944192,4.425051556,7.737074227,7.17666883,4.717056984,5.441944192,0,3.978107394,4.134735573,5.283618361,5.080287789,6.601166659,0,0,6.065310688,0,5.26113201,4.717056984,5.027972592,0,0,6.816945082,4.425051556,5.401393601,0,8.708979974,4.828308572,0,4.578429531,0,6.276236542,0,5.611513718,4.683628819,0,0,4.888229769,8.470107547,0,0,0,5.779145778,0,4.084392187,0,6.177629666,0,0,3.411230196,5.316704088,4.596504123,0,4.717056984,0,4.084392187,2.872888082,0,6.281832294,5.481386097,0,5.575516466,4.765790339,0,0,5.391075326,0,0,0,5.593627362,0,0,6.134982927,4.404679924,5.74714147,0,0,0,4.733485025,5.26113201,0,0,5.067385762,3.092566119,0,7.424444574,5.689366531,4.253406109,5.575516466,3.237829066,0,4.781675713,0,4.578429531,0,6.824632913,0,3.092566119,5.249756025,2.004338936,0,5.238289623,0,5.620374421,7.185651644,3.802380107,0,0,0,0,5.001085958,0,0,0,0,0,4.858580245,0,5.900503125,0,4.298269644,4.945761118,4.765790339,0,4.541586491,0,6.415105396,3.142629957,0,6.352668346,0,0,0,4.363052828,2.872888082,0,4.560125618,7.118440788,0,5.848660645,4.614355068,0,0,0,3.863365308,4.614355068,4.765790339,0,5.191490351,5.11831569,0,6.777879145,0,5.249756025,0,0,4.578429531,5.014591908,2.613645255,0,0,0,0,0,5.471626251,0,0
T18-1-S,18,Killed-Probiotics,Spat,4,PB2023,3.298012305,6.163594505,0,5.677326592,4.99659582,0,4.982264627,4.846443786,4.908392147,0,0,4.427016255,0,0,8.281663433,0,0,0,0,4.013170474,8.029753731,7.773035666,4.678829275,6.654149063,0,0,0,5.145502545,7.101404317,0,4.548716753,5.729740316,5.360214439,0,6.182522069,0,6.386740655,5.746796773,0,7.429175961,0,5.106391772,0,7.967456823,5.566415552,5.208419449,6.856272788,0,0,4.5092797,4.967789643,0,0,0,5.613668892,7.696092957,0,8.778054315,5.988236534,6.685448201,4.781715594,6.676574664,5.066191109,5.403879903,4.405695986,0,0,0,4.923472353,8.473179968,0,0,0,5.268706782,5.537302341,4.4891494,6.273605101,6.285326341,5.466995846,5.268706782,0,0,0,0,0,4.58710439,5.024838068,5.594952869,5.613668892,4.270701126,0,0,6.698657004,4.765069377,6.023655952,0,5.393086811,5.052538043,0,0,4.624497017,5.315186011,0,0,0,0,0,0,4.642836064,0,0,0,4.798171932,0,5.220680144,0,0,0,0,0,0,0,0,5.052538043,0,0,0,0,0,6.47126607,0,6.906469426,0,0,0,0,0,2.989548332,0,0,0,0,0,0,0,0,0,0,0,0,4.222741948,0,3.926005409,4.938396557,0,0,0,0,0,6.521685294,0,0,0,0,0,0,6.386740655,0,0,4.660944914,0,0,4.4891494,0,0,4.696494644,4.068485768,0,0,0,0,0,0,0
T18-2-S,18,Killed-Probiotics,Spat,4,PB2023,5.995274152,7.227252125,5.767876484,7.001484569,0,0,5.06859083,0,6.554945734,0,0,0,0,0,7.448268402,0,0,0,0,6.50656514,7.461019336,0,0,6.647095818,0,0,5.25585201,0,0,0,0,5.767876484,0,6.080373416,5.133749569,0,0,5.368421862,0,0,0,0,0,8.117612902,0,5.25585201,0,4.964978835,0,0,0,5.995274152,0,5.683348282,0,7.783848477,0,0,6.975059231,7.8580292,5.683348282,3.364898134,0,5.941695955,0,5.226281493,0,5.570208734,0,0,5.904838795,0,0,5.63915138,0,6.957169547,7.454657956,0,6.012700322,0,6.236848554,0,0,0,4.600258688,5.341092099,0,0,0,0,0,5.767876484,0,0,0,0,5.447435677,0,5.341092099,0,5.726231363,0,0,0,0,0,0,0,0,6.129123241,0,0,0,0,0,0,0,0,6.280662885,0,5.78825675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80835312,0,0,0,0,0,0,5.828173394,5.000349448,0,0,6.176279472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.497805431,0,0,0,0,2.498547749,0,0,0,0,0,0,0,0,0,0,0
T20-1-S,20,Continuous Probiotics,Spat,4,PB2023,0,4.750839712,0,0,0,5.735351393,5.958807188,0,0,0,5.414438615,4.860431433,5.780668383,0,8.184095551,0,0,6.307392914,0,5.111622323,7.951248794,4.68085226,0,5.997708524,5.355756361,0,5.93895596,6.662454653,0,6.276088804,5.163866153,0,5.325495164,5.129247981,5.590177443,0,5.688564643,0,6.426229107,4.607295727,0,6.252156746,0,5.470826946,4.41950451,3.112668235,0,5.414438615,0,5.093778663,5.414438615,7.720721381,6.283978741,5.602849084,5.163866153,0,0,0,5.355756361,2.882611873,0,5.746814788,0,0,0,5.769471886,4.962282745,5.758187814,4.026766205,0,5.590177443,0,7.290443862,0,5.093778663,5.867243291,0,5.31012316,5.038884019,5.664589699,0,0,0,5.246942942,5.652451145,0,0,5.057415288,0,5.688564643,5.399990305,5.093778663,5.780668383,0,5.664589699,0,4.704560664,0,0,5.627863278,4.203558605,0,5.111622323,5.414438615,5.355756361,4.68085226,0,4.447875334,0,0,5.385395833,2.882611873,0,5.456935135,0,0,0,0,0,0,0,0,0,4.063900395,4.300089488,4.727885749,0,0,0,0,0,0,0,0,6.26815548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.981817728,0,0,0,0,0,0,3.039983997,0,0,0,0,0,0,0,0,0,4.100102707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T20-2-S,20,Continuous Probiotics,Spat,4,PB2023,5.38140391,6.904433144,0,6.320592191,0,6.028566994,6.612156199,0,4.881588164,0,5.352963732,4.644043998,6.342456263,0,7.658042946,3.929717051,0,0,0,0,7.262687398,4.861538715,0,0,5.805362148,0,0,6.019547753,6.426742416,4.756886056,5.423039816,0,0,0,7.227871452,3.057108291,0,0,5.95478313,4.546950956,0,5.707668014,0,0,5.248761343,0,5.846745043,5.773526869,0,0,0,5.673575743,5.866999697,0,6.538300237,0,0,0,5.877021376,6.990033553,6.055291262,6.0375302,0,6.221821091,0,0,0,3.677870131,4.940117041,0,5.866999697,0,5.614901485,0,5.528529612,0,6.659373269,5.856907915,6.064090463,4.820584049,0,0,0,5.169435803,0,0,5.338530599,5.248761343,0,0,4.820584049,0,6.283399218,5.528529612,5.886973919,0,5.566181022,0,0,3.631264391,0,4.756886056,5.436655642,0,5.338530599,0,0,0,4.301178041,5.323951613,0,0,0,0,5.718855395,0,0,0,0,0,0,0,0,4.841206703,0,0,0,0,0,0,0,0,5.685029582,0,0,0,0,0,5.233241335,0,0,0,0,0,0,0,0,0,5.068102649,0,0,0,0,2.828331472,0,4.690245232,0,4.571843651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.068102649,0,0,0,0,5.050499572,0
T23-1-S,23,James,Spat,,PB2023,6.56989064,5.957225916,0,5.370481276,4.589047399,0,6.109585173,4.099937753,0,0,0,0,6.109585173,0,6.735201708,0,0,4.365121612,0,5.845909609,6.654912649,4.953659434,0,8.16802285,5.130328586,0,0,0,0,6.64663241,0,0,0,0,5.199887405,0,7.70866427,0,0,5.03203778,0,0,0,5.644421842,0,0,0,0,6.16860706,0,0,6.671331903,0,0,0,5.831371172,5.660960242,0,5.756396646,0,0,0,0,0,6.214145426,0,0,6.663145634,0,0,0,0,0,6.711580645,0,6.587300616,0,4.404940197,0,0,0,5.199887405,0,0,0,0,0,5.930191658,0,5.831371172,0,0,0,6.441757163,0,6.191555912,0,0,0,0,0,5.725280745,0,7.349197675,3.647777914,5.902641123,6.035415894,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005074091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.258290258,0,6.92517539,0,0,0,0,0,0,0,0,0,0,5.786855586,0,0,0,4.926557629,5.740922582,0,0,0,0,0,0,5.329686435,0,0,0,0,0,0,0,6.890532527,0,0,0,0,0,0,5.266246177,0,0,5.888666014,0,6.507245962
T23-2-S,23,James,Spat,,PB2023,5.415037499,6.412505041,4.962876337,5.919430892,0,0,5.770073906,0,3.539686363,0,0,0,5.471426381,0,9.115229481,5.001685839,0,5.603449728,0,6.549778121,8.836705206,6.307998432,0,7.535460539,5.485185832,0,0,0,6.817875552,5.471426381,0,0,0,6.054765803,5.429342688,4.300671624,7.193852186,0,0,0,0,3.4301396,0,0,0,0,6.704821161,5.21488077,5.181464994,0,0,5.5650956,0,0,5.112217849,0,5.603449728,0,3.11321061,4.705150409,0,5.735953144,0,6.644788243,0,0,0,0,0,0,4.839760821,0,5.415037499,4.65733668,0,0,4.881977523,0,0,0,0,0,0,0,0,0,5.939559226,5.835985927,0,0,0,0,0,0,5.978992506,5.577993936,0,0,0,0,0,5.21488077,0,5.577993936,0,0,0,0,3.950074775,6.632475962,4.3616156,0,0,5.552080907,0,0,0,0,0,0,0,0,4.65733668,5.400589045,0,0,0,0,0,0,0,0,0,0,0,0,0,3.485952495,0,5.552080907,5.978992506,0,0,0,0,0,0,0,0,0,0,0,5.400589045,5.689166015,0,5.457534437,0,0,6.082185256,0,0,5.919430892,0,5.457534437,0,0,0,6.284584133,0,0,0,0,5.058010136,0,5.949519052,0,4.881977523,0,6.426835238,0,0,0,0,5.628464139
T24-1-S,24,James,Spat,,PB2023,5.276885341,6.808785458,4.905426172,6.789785291,0,6.009877364,6.216079735,0,0,0,5.263174926,5.148532049,5.898995135,0,7.557543389,0,0,0,0,6.299045098,7.400453636,0,5.087602875,6.351817948,5.689440641,0,0,5.480190694,5.071959851,5.491994167,0,0,4.476951494,6.089725051,6.258158723,4.795421171,6.128050581,0,0,0,0,5.317251737,0,6.755920722,4.905426172,0,5.103078101,5.647839655,0,0,4.612884037,5.637249232,0,0,5.872149694,6.345325949,4.851471898,0,5.526835993,5.235356908,0,5.82626646,0,5.729875583,0,4.9910946,0,3.827953141,0,0,0,0,0,0,0,6.120466492,5.05614535,5.515315293,3.935594595,0,0,4.833029229,4.568981033,0,0,0,5.343548546,5.709799768,0,5.503701853,0,5.431986722,5.071959851,0,5.739809691,0,0,0,0,5.679152315,0,5.05614535,0,3.670671179,0,4.833029229,0,0,5.317251737,4.869681778,2.700561799,0,0,5.538265422,5.303921372,0,0,5.872149694,0,4.12941905,0,0,0,0,0,4.003137767,0,0,5.276885341,0,0,0,0,0,4.776242999,5.05614535,0,5.898995135,0,0,0,0,0,0,0,0,0,0,0,0,5.290466688,0,0,0,0,0,0,2.616792115,0,1.678171097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905426172,0,5.538265422,0,0,0,0,0,0
T24-2-S,24,James,Spat,,PB2023,4.746457707,5.808801523,0,0,0,0,6.948039055,0,0,0,0,0,6.451488972,7.091628527,8.47368295,6.385159551,0,0,0,5.719331133,8.359872919,5.68823066,5.68823066,6.375429982,5.640285562,6.176887504,5.292864451,5.521798917,0,0,0,6.096256167,0,5.467880271,6.795875493,0,6.010850228,0,4.112044085,0,5.521798917,0,8.068325412,6.600915178,0,5.959676392,0,0,0,0,0,5.879342316,0,5.486077977,6.325772856,6.119757176,5.411867994,0,4.288308786,0,5.504049,0,0,0,0,5.734633515,4.834311249,0,0,0,4.715942715,0,5.486077977,6.048073527,0,6.460720479,0,4.805617084,0,0,4.890042204,0,6.253249939,4.246220182,0,5.069713751,3.856303117,5.430781414,0,6.451488972,0,5.65644495,0,5.623943124,4.834311249,0,0,0,0,6.488065783,0,0,0,0,0,0,4.776340612,0,4.805617084,0,0,6.658211483,0,4.94370012,0,5.185599322,0,2.84393869,6.119757176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.808801523,0,0,5.313392615,0,0,0,0,0,0,5.117190725,0,0,4.862445819,0,0,0,3.399247917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.131365663,0,0,0,0,0,0,0,0,0,0,0,0,4.407673555
T7-1-S,7,Control,Spat,1,PB2023,0,8.590379124,0,7.977915892,8.631379185,0,0,8.13442632,7.773322394,0,0,7.682604508,0,0,8.441560942,0,0,0,0,0,7.743712427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.005000681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.750427854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.027905997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.830779268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8-1-S,8,Control,Spat,2,PB2023,5.520493644,0,5.007530075,6.008797057,0,0,5.185611087,0,0,0,0,0,4.501995908,0,7.610289777,5.076911565,0,0,5.41726855,5.143108932,7.233601953,7.307629626,0,7.97078427,0,5.007530075,4.501995908,6.400288559,6.521381637,0,0,0,0,0,5.99691249,0,7.733578519,0,0,6.924144317,0,5.948370317,0,3.773815811,5.885301563,0,0,5.381150983,4.028533661,0,0,4.323185047,0,5.898137812,0,0,5.792100182,0,0,4.074493494,4.983641082,5.910860859,4.323185047,0,5.984929208,6.078119082,0,6.227985197,5.647555351,0,6.345109389,0,0,0,0,5.736007862,0,5.632271289,6.268092443,0,5.960659838,0,0,5.054153138,4.360764205,0,0,0,0,5.267033961,2.651366364,5.764326615,0,3.773815811,0,5.832783046,0,0,0,0,0,5.503794245,4.720091103,0,5.923472681,5.206401656,0,1.864457604,5.778280232,0,5.692459385,0,0,5.164516519,0,0,4.323185047,0,0,0,0,4.661068492,3.828484385,0,7.078722461,0,0,6.176230455,0,0,0,0,0,5.935975208,0,0,0,0,0,0,5.226896866,0,0,0,7.513507596,0,3.319105488,0,0,6.066794264,0,5.399322788,0,4.720091103,0,0,0,0,3.240648979,0,4.95934985,0,0,0,7.594603594,0,0,0,0,0,0,0,0,5.5533235,0,0,0,0,0,7.359599912,7.345610847,0,0,0
T8-2-S,8,Control,Spat,2,PB2023,6.791559352,4.084750052,0,0,0,0,0,0,0,0,0,6.063249747,0,0,8.359070035,0,0,0,0,0,8.201698417,7.559375182,0,7.731840658,5.92790213,0,0,0,0,0,7.073954462,0,0,0,6.472883342,0,0,0,0,0,0,0,0,0,6.891959502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.025034543,0,6.504943839,8.211446327,6.626503257,0,6.472883342,0,0,7.9100188,0,0,0,0,7.273260512,0,0,0,6.440094152,0,6.14690525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.063249747,0,0,6.916004575,4.641089092,0,6.14690525,0,0,0,0,0,0,6.019529694,0,0,0,0,0,0,8.221128816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.916004575,7.604462602,0,0,0,7.49697932,0,0,0,2.804884553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0